GlobalId,Name,Pset_PCL.PCL ID,Pset_SmartPlant 3D.Description,Pset_SmartPlant 3D.Location,X,Y,Z
05Wyw13qrDBhSbAXAVrSZV,Geometry,04e173b6-be83-482a-8bf5-9ddeb5f9292e,"90 Deg Vertical Inside Bend,  Aluminum, Ladder, 24"" Rad, 12"" W x  6"" D",E 113539 mm          N 305425 mm          EL+ 8776 mm,113.539,305.425,8.776
1gKx8Iqcz26eWAi7F5vQQv,Geometry,3c426c5a-267f-4bed-99a6-47f102f7843b,"Straight, Aluminum, Ladder, 9"" Rung, 12"" W x 6"" D x 10 ft",E 117447 mm          N 305425 mm          EL+ 8776 mm,117.447,305.425,8.776
1CQrEsZYLBuxYFK$IUQICQ,Geometry,3ba9de0e-04b7-4679-a072-9ce87a984dd8,"90 Deg Vertical Outside Bend,  Aluminum, Ladder, 24"" Rad, 12"" W x  6"" D",E 113539 mm          N 305425 mm         EL+ 12126 mm,113.539,305.425,12.126
2xbCPMTeX21vMjdyb$P4I_,Geometry,e0b393eb-f185-4ec9-80b0-2a7a8e283193,"Straight, Aluminum, Ladder, 9"" Rung, 12"" W x 6"" D x 10 ft",E 113539 mm          N 305425 mm         EL+ 10451 mm,113.539,305.425,10.451
2eMHQkEwz1iB0olgzxJ$0f,Geometry,0f862846-1b33-449c-8c1c-4eec51b9d2d5,"90 Deg Horizontal Bend,  Aluminum, Ladder, 24"" Rad, 12"" W x 6"" D",E 121474 mm          N 305425 mm          EL+ 8776 mm,121.474,305.425,8.776
1gYo13noD6U9ss3XoRsNJ7,Geometry,c4a383ec-7fc8-4240-aff0-a295948bcfd8,"Straight, Aluminum, Ladder, 9"" Rung, 12"" W x 6"" D x 10 ft",E 121474 mm          N 303413 mm          EL+ 8776 mm,121.474,303.413,8.776
06ulSyZoDBKhZMCIgd8uPk,Geometry,dd11dda0-3fae-40d2-8888-269c55a96052,"90 Deg Vertical Outside Bend,  Aluminum, Ladder, 24"" Rad, 12"" W x  6"" D",E 121474 mm          N 301522 mm          EL+ 8776 mm,121.474,301.522,8.776
2J18yX1TDFSeTr4Cw3Bazz,Geometry,6d92617e-cf2a-41b2-9e3e-eb3b7ea964ef,"Straight, Aluminum, Ladder, 9"" Rung, 12"" W x 6"" D x 10 ft",E 121474 mm          N 301522 mm          EL+ 6176 mm,121.474,301.522,6.176
3mQI1fID5BvfqQJkwjotho,Geometry,ba3906c4-2737-46d0-9476-c964f8d8a91c,"90 Deg Vertical Inside Bend,  Aluminum, Ladder, 24"" Rad, 12"" W x  6"" D",E 121474 mm          N 301522 mm          EL+ 3576 mm,121.474,301.522,3.576
23mwM1yY14hAhIh_3ZDI_p,Geometry,2a855ea6-2a7e-47b3-b42d-956bfbc3d3d3,"90 Deg Horizontal Bend,  Aluminum, Ladder, 24"" Rad, 12"" W x 6"" D",E 121474 mm          N 298430 mm          EL+ 3576 mm,121.474,298.43,3.576
0P7aWl5vnFvuWhm2ImrFqK,Geometry,445e31e6-f2b5-4cbf-aec6-192e57f00143,"Straight, Aluminum, Ladder, 9"" Rung, 12"" W x 6"" D x 10 ft",E 121474 mm          N 300036 mm          EL+ 3576 mm,121.474,300.036,3.576
3GWx9dcOv7bg_O4ekpvlNd,Geometry,f187d304-17c5-4842-a7c9-060f938e3540,"Straight, Aluminum, Ladder, 9"" Rung, 12"" W x 6"" D x 10 ft",E 122996 mm          N 298430 mm          EL+ 3576 mm,122.996,298.43,3.576
0nyY1lZ5L2WAUvPmJo4o7G,Geometry,045a48a7-f68e-48db-a12e-6767b4212c12,"Straight, Aluminum, Ladder, 9"" Rung, 12"" W x 6"" D x 10 ft",E 123617 mm          N 298956 mm          EL+ 2072 mm,123.617,298.956,2.072
0_nBjXupHFaQ3$0QlauwiW,101/1A03/A/L7/1,e1b77e4c-f9bb-48ee-87c2-ce71a0256ede,,E 121529 mm          N 309480 mm          EL+ 5959 mm,121.529,309.48,5.959
2FBsobAcPEv805udY9hs3k,101/1A03/C/R12/1,c1868950-cb38-4c22-a884-189d8fa9a5de,WELDING SOCKET,E 121382 mm          N 309952 mm          EL+ 7173 mm,121.382,309.952,7.173
1iJPoKTcf3Kxf9Vk0tchJs,Copy of CONVINIENCE SOCKET-01,d58ed806-905b-4f50-944f-aac1087476ea,WELDING SOCKET,E 132001 mm          N 310111 mm          EL+ 1492 mm,132.001,310.111,1.492
3Qi1SdhcX6tOZoD6f6rUad,Copy of Copy of CONVINIENCE SOCKET-01,c3217148-d574-443c-b43b-5e27d242e0a0,WELDING SOCKET,E 144496 mm          N 289477 mm          EL+ 1232 mm,144.496,289.477,1.232
1RETCSfKH9Fv1zU9OknJBx,Electrical Equipments-ElectricalEquip01-E-1-0001,e7d19dd4-617b-4d35-ad1a-80798b5de031,,E 129318 mm          N 310201 mm          EL+ 3170 mm,129.318,310.201,3.17
1h2rzKe4n2Ahi3NsoKTV43,Electrical Equipments-ElectricalLight01-E-1-0001,d498ced1-4188-4d3b-8596-fabf04e6d4cb,,E 129608 mm          N 314826 mm           EL+ 356 mm,129.608,314.826,0.356
3ktmIy7lDBrf836guVyqn2,Electrical Equipments-ElectricalLight01-E-1-0002,bbbc9ecf-b22f-41e6-9bd8-7b6927b4a331,,E 133735 mm          N 314826 mm           EL+ 356 mm,133.735,314.826,0.356
249T6gD75AIvegO2mjron7,Electrical Equipments-ElectricalLight01-E-1-0003,80b5e10b-b9e5-486c-b09e-93dae4fadf21,,E 141052 mm          N 314042 mm           EL+ 356 mm,141.052,314.042,0.356
1qfcTmb7z0wv76otNgouJ6,Electrical Equipments-ElectricalLight01-E-1-0004,2eeee361-a87b-483a-acfb-a8dfa5d3a2e6,,E 141052 mm          N 309827 mm           EL+ 356 mm,141.052,309.827,0.356
3dOREsEOvAlRvyS6Y6pBjo,Electrical Equipments-ElectricalLight01-E-1-0005,5bbad52b-cc37-423d-adc0-e87ac69a0279,,E 139887 mm          N 303703 mm           EL+ 353 mm,139.887,303.703,0.353
0y5ROdRejEpAFdXD5WLubA,Electrical Equipments-ElectricalLight01-E-1-0006,5c838322-fbeb-4334-81ac-abe2580f9bc4,,E 133997 mm          N 314965 mm           EL+ 361 mm,133.997,314.965,0.361
3nNORYLDn7cRZEkOyyDPAN,Electrical Equipments-ElectricalLight01-E-1-0008,65cd4cef-beea-4da5-9aa8-51bc581f4da4,,E 121539 mm          N 308849 mm         EL+ 10959 mm,121.539,308.849,10.959
3nZC0rjvz70vGCBX3K0r$x,Electrical Equipments-ElectricalLight01-E-1-0010,71fb2669-9e0a-4300-8d64-270a38bf8cea,,E 117699 mm          N 314999 mm           EL+ 881 mm,117.699,314.999,0.881
1BxJ$2zGXFEQMl7oo5pE$0,Electrical Equipments-ElectricalLight01-E-1-0011,5fccee28-7f7e-48cc-ab9d-f58771294a9e,,E 136004 mm          N 289272 mm           EL+ 238 mm,136.004,289.272,0.238
2diJNsLun9HeRwclZ_3zeS,Electrical Equipments-ElectricalLight01-E-1-0012,04c19fdb-b28f-49aa-8f45-2366c5581d49,,E 145391 mm          N 290527 mm           EL+ 243 mm,145.391,290.527,0.243
1btgV6FpfACRxbgt6qEkF9,Electrical Equipments-ElectricalLight01-E-1-0013,6f76dea6-73ae-43cd-8678-27363ed15552,,E 154866 mm          N 289194 mm           EL+ 243 mm,154.866,289.194,0.243
3I6ox8SXf6YR8uBCVAa6Mz,Electrical Equipments-ElectricalLight01-E-1-0101,d5432ea0-f728-495e-9224-e24c1d8d4b62,,E 141126 mm          N 305394 mm           EL+ 356 mm,141.126,305.394,0.356
042ww60urDKue3RRrkVvoV,Electrical Equipments-ElectricalLight01-E-1-0111,283d0f84-b75d-49dd-8a72-417aadb57aa4,,E 141052 mm          N 314466 mm           EL+ 356 mm,141.052,314.466,0.356
2SxejEidH6k8fzzNkDVfM7,Custom Aspect type 72,d8900b25-2d18-445b-bafd-9ffe8a4f9916,CHILLED WATER TOWER,E 117700 mm          N 309500 mm         EL+ 32060 mm,117.7,309.5,32.06
2GY4IUfWb59heDJJMhOCO1,Geometry,5914de5c-dda4-40a9-8a21-192bc8e7cd16,CHILLED WATER TOWER,E 117700 mm          N 309500 mm         EL+ 32060 mm,117.7,309.5,32.06
2Wr7D3kj523875JgfKIkMi,Insulation Volume,4254ded6-bc40-48c2-a6ee-e5de092cf7b9,CHILLED WATER TOWER,E 117700 mm          N 309500 mm         EL+ 32060 mm,117.7,309.5,32.06
3WFclJN0b4oQrLyUhcIvoX,Geometry,3555f14e-db17-4d13-952a-eac069743d14,,,,,
1Dnhoha_j6K8Ma6Hgj0yQC,Insulation Volume,8c504432-ddc2-4a7c-bf8b-0b720bdbd076,,,,,
3$DD2B8QPC_xHgqV3mi842,Geometry,407b8800-0488-420b-ba07-fb7530fad735,,,,,
0huS04Gef1YASa69cU2pyC,Insulation Volume,cdcc52ba-f94c-49e7-bd51-a2e3617667b4,,,,,
0WS78ztQb89BZMnNa5Zw3o,Geometry,23c537c8-1b85-42f7-914f-7959b19e916a,,,,,
3ov_Vz4An53uylF8S7DOyy,Insulation Volume,456e2d3e-b897-49a2-b033-a04d5358f9db,,,,,
1tWBLS1jv1HQ4zHdzbVjbI,Geometry,dc3e574f-36b1-43c7-8ada-0b575452ffd7,,,,,
2xNFnOz_z0Ug_ETAIKkc8d,Insulation Volume,8a61a0a0-ec0f-4b4d-b4e6-a0928157cad9,,,,,
2cO67bhFfCSQInpifBSpkZ,Geometry,cc8e594e-3613-4054-9b22-88f4929e11af,,,,,
1sobg1fOT2r9UUu6hf0KVQ,Insulation Volume,5ecfbabf-eef6-49a6-832a-a59eebbc1f4d,,,,,
25BE8msrr37uz6gBknn2Ug,Geometry,559b35f4-b7c9-458f-9710-cf30a321bc14,,,,,
01v0HBhMv65B9C6i89ofgW,Insulation Volume,a102b33d-e022-4e6c-8d02-b4589f628fda,,,,,
2zSXsu$Iz2bOVhZwhvofEI,Geometry,096846d9-7fcd-4245-bede-c6991e66d8b2,,,,,
3FNihKdW13c80zJ0LY1Ony,Insulation Volume,6dd4f310-601d-4de2-83bc-e4759b8149de,,,,,
0q90FJjpzCrRl0bUlaE3LS,Geometry,886742a8-607b-4c8d-bcf4-d509626b12e7,,,,,
1JJ8C6hojAJf$VSKKC30WE,Insulation Volume,db25b50d-424a-40c2-8795-255a5637da90,,,,,
1BhKs_4Dr9ngkKElPDC1wX,Geometry,d81487b2-9b3d-4718-abab-7124210348ad,,,,,
0v7AL4SY9AxAog$nI$i8R5,Insulation Volume,66ecd842-d83c-4f1d-9ac5-908d1f888870,,,,,
2ihctsXzH6JfVt32VV4KS$,Geometry,e5ba52e2-1a03-4e12-b857-e10026a4ad63,,,,,
1fkNRDS5H8r8jXLnNlWReB,Insulation Volume,432e46e8-7f7d-4a9b-9b04-d9408501beda,,,,,
0VhlzwaKL5Rw$6uJVL1ZAT,Geometry,7235623e-beb1-465f-bb83-7ff6c2704299,,,,,
3A80pqZ9X2ewNgBGMqFsUD,Insulation Volume,4bb64047-54ad-43a6-8ed1-5fd15c2f8733,,,,,
1sp573YZH5nP48SLIUffr3,Geometry,6830aac4-e08a-4a41-9fa5-95f43aaf285f,,,,,
3yxQv9VML1I8kz6BnHp0Ui,Insulation Volume,9f0f8ab0-d119-4a72-8179-5d832470dcc0,,,,,
2wYqXtsT50khBSfBTowwrb,ManWay,108d4834-3636-49df-8c4b-4c2d4f6500c8,,,,,
1f5IYC$oTFxfrRz3qSiaUn,Geometry,05855943-0d1e-415d-aa48-90c5c45ed25d,,,,,
2agBim4iT0a8LeKSLvaKCc,Insulation Volume,9faeae8b-3f7a-49fb-992b-eb3c840f69f5,,,,,
3G13i_0lvDD9EaEC$Nclhn,Geometry,08c705eb-4530-4b60-ae33-90abf9e13003,,,,,
1jjCTm2fH0mBq5jF6RINDU,Insulation Volume,8339c69e-c57b-4e78-b841-542c779a2d21,,,,,
0mFHJcNLj4UfC22e85mL3S,Custom Aspect type 72,78de7713-36da-43fb-be61-7757a505ae49,TSA ADSORBER VESSEL,E 157380 mm          N 296865 mm          EL+ 4700 mm,157.38,296.865,4.7
0NknHcEpD4xuBLQv0dByFe,Geometry,f295211c-8704-4a5b-970a-f2c500fdc43f,TSA ADSORBER VESSEL,E 157380 mm          N 296865 mm          EL+ 4700 mm,157.38,296.865,4.7
1UBkgixv5FVfqPnAKJvt2I,Insulation Volume,bd84906f-7823-4626-90a2-295b9b57ab59,TSA ADSORBER VESSEL,E 157380 mm          N 296865 mm          EL+ 4700 mm,157.38,296.865,4.7
2qPTx$XhH6Og1w9DWEt4Wk,ADSORBENT FILL/VENT(WITH BLIND)-D1,a4204e50-fd7f-4f10-97f5-834ea881e00d,,,,,
2tpG0vY4jFMwekMlKg96Rk,ADSORBENT FILL/VENT(WITH BLIND)-D2,d74f671d-aea4-4efa-814b-e52ca4074bc8,,,,,
2ffwPLhET3cv4YdlLG$Rfk,ADSORBENT FILL/VENT(WITH BLIND)-D3,dce74dc0-bed7-46ec-be39-1cfef8bf49b3,,,,,
0hjHBWVsXFIh9qiOEs3KtX,AIR INLET/REGN OUTLET-A1,07b1ea14-b6e4-45c4-83df-8815f9b2a4e2,,,,,
38b39ldLfEGOY$a4GnMO$L,AIR INLET/REGN OUTLET-A2,db084013-ac78-4d1a-b6b0-5efef404f551,,,,,
1pBRRwZmXCTvhkr5n$ydx1,AIR OUTLET/ REGEN INLET-B1,b415a4eb-bb04-48e4-ade7-b19aa682e734,,,,,
2Ni3s7R_99FuxltFzU9Bcp,AIR OUTLET/ REGEN INLET-B2,7bf44803-bd44-4e60-8def-8c0e74d75d01,,,,,
2LWTgfN7f6kQ2asP9wjlND,C1,97676d2d-942f-4ffe-83fc-3be0c174bc5d,,,,,
3OgpyRFf50Ow7vy3xUwmdJ,C2,77224086-6a31-444e-873d-1c4466baa14a,,,,,
0n5rjntTH33u744Wt5_hg1,C3,b9ae588d-ca9d-41c7-9fba-d607695fd8bd,,,,,
03Sz0Gtrj1cQiw$g601zry,DEW SAMPLE TAP-F3,4471e4cd-5069-45dd-b2bb-5c3377d02cda,,,,,
2MjqGVMFX74wh9IjeI1KdZ,DEW SAMPLE TAP-F3,b225daf3-adf3-4c25-8684-05fb28147085,,,,,
1ika6TV5jEK8kZuCiA80pC,G1,db396b56-abba-471f-b8e1-f29f32855fa6,,,,,
2YmgHWl815Ff$Y$yTXrsPf,G2,dc314394-6802-4fdc-94f2-c5c6bc6b5fbc,,,,,
0y7NloqOP8X9emJsR3cj$X,G3,5180c1d2-21af-4a5f-b831-6c416230ebe0,,,,,
10cZUyNSrCUBJIPai9ZMAJ,LOWER MANWAY-M4,98b1dd0e-fd57-4127-b0c2-9499ddaaf758,,,,,
3Gqc5ojUH7fgTDS64NuEba,LOWER MANWAY-M5,c5d531f7-b941-407c-a69e-fff2e65603cd,,,,,
1qIdCnqxj3ZQ2__wyyg_h4,LOWER MANWAY-M6,801ecbb1-162c-4fec-bd0b-7b2691305265,,,,,
2iHoAoFFP2Mxk68YXkdmCK,ManWay,47d3bdc5-3621-4592-8e0c-748089ec30c9,,,,,
1WqmsC_SHBYOiavfURe37L,ManWay,f9e532f0-f24b-4f20-acd1-280e44a6b0e1,,,,,
00OxG2Dgb66OTJWdxF36fU,ManWay,f77aed03-e6a8-4faa-acab-c1cbbca8e32b,,,,,
1pXojeLfvDDw1w8OiHG16m,PRESSURE TAP-E,2340e672-8383-4e01-afc5-be847c547f1c,,,,,
2eiULBJBH76vIzr$oH_nNv,PRESSURE TAP-F1,7f142a92-3707-4d6d-93ff-0d5d99c23ceb,,,,,
35PexpXTz0DOosCfjbHQIa,PRESSURE TAP-F1,996bdddd-8405-49e3-932b-9f0b532e8be1,,,,,
3RnjZqsbv64x$1N16OlYEs,PRESSURE TAP-F2,5aafdb6d-8e52-4a65-809f-0bc58bf563a2,,,,,
0Q7fYKTkT8_ho7c3RUZKuq,PRESSURE TAP-F2,19627552-ee46-444c-b53a-fe82b4c2d54b,,,,,
17uTeH3jb6i8O9lJoqNuKC,TEPARATURE PROBE -F4,de89774d-7364-497c-af73-c5d1ec1c9379,,,,,
14DxbKxg95sOLqQJRB1h4D,UPPER MANWAY-M1,c2b58a98-e28b-42a2-afee-12ccb60c8b73,,,,,
3gKgVHyg9FVhkYZftM9KwO,UPPER MANWAY-M2,89c77d92-4c4c-49aa-a9e9-69a4fc1b1667,,,,,
35hrXmqkL5AekGomJY16YN,UPPER MANWAY-M3,83f2607c-26ec-4c44-820c-3d898566ebfd,,,,,
027QY46sT8WhZaurLolex0,Custom Aspect type 72,be65c380-a16a-4576-a50d-eaf11d301104,TSA ADSORBER VESSEL,E 157380 mm          N 282965 mm          EL+ 4700 mm,157.38,282.965,4.7
0T31$jtfjDXh7uPNM0_KXR,Geometry,ee2acbed-9472-42aa-8e72-1019efb65b36,TSA ADSORBER VESSEL,E 157380 mm          N 282965 mm          EL+ 4700 mm,157.38,282.965,4.7
2DvN4HXofBBuF$izGyYA41,Insulation Volume,dd1b467b-1fb4-4a59-8145-da021f39e1cc,TSA ADSORBER VESSEL,E 157380 mm          N 282965 mm          EL+ 4700 mm,157.38,282.965,4.7
0CxC7pwBbENOmAswujgBxK,ADSORBENT FILL/VENT(WITH BLIND)-D1,e041cf0a-7bc7-46ad-bebe-9a7aa67e16c2,,,,,
1l9UhQ73H6wRoMEFs5vVaL,ADSORBENT FILL/VENT(WITH BLIND)-D2,e3c46a67-76c3-4472-a754-91116abe1b60,,,,,
37vuofIgH8$RTdEbRPTmfh,ADSORBENT FILL/VENT(WITH BLIND)-D3,4f0a1fdf-2e85-41da-b543-b35131317469,,,,,
1iJy8JL99Bn8XBVso7ae2J,AIR INLET/REGN OUTLET-A1,a94e1ce9-6b72-4132-8d00-f7b94efa8a9b,,,,,
2brn0Scuv51A2HqWQpNSyK,AIR INLET/REGN OUTLET-A2,b77bee55-a7ad-42fe-ab3c-f906ff9f2ddb,,,,,
3hgOA2XOz2TfDyngT6lOsy,AIR OUTLET/ REGEN INLET-B1,f9ca101d-b1bf-4ae3-bb88-f928013d37bc,,,,,
0zjZWbSWvFh8eHhbthXK2Y,AIR OUTLET/ REGEN INLET-B2,c4b5064e-1c74-4b2e-a8c3-def45399d95e,,,,,
2SMYYcfqj4xwHjhTwtTDIL,C1,70d16680-2fc3-45c3-a3f4-1d2ca4564581,,,,,
1QPE7xhUXCOfivCIdmWRke,C2,26e845b6-2756-4ab0-8524-52697f0c11f9,,,,,
25Wt7PoAfBzhQU7r6PaVtp,C3,d32b5e3f-cfc9-4be7-94de-133c371653ee,,,,,
0PeXZNgMH2_hLYOhohMAIv,DEW SAMPLE TAP-F3,39bc3fb0-85a9-4b4d-a0e4-912232eceb62,,,,,
1eP__FmK9A6e_pdt7SVt44,DEW SAMPLE TAP-F3,794ae206-ad10-4a76-a713-02a4c3af364e,,,,,
1blnA7OzX43PiSl5SRKIc$,G1,37c97bbb-088f-4db5-8576-e8c8895bd893,,,,,
2PPexDsMb8o8Rlf_apYydO,G2,0653773b-91f2-4292-92e5-a6721f31f29b,,,,,
3cXk1OmvHBDgmGd7aBFlHc,G3,2c1b2990-423e-4ae7-9095-205f1d361035,,,,,
1T1Lal9l110gEhsnSYOaWL,LOWER MANWAY-M4,ddbd78c1-6f9f-40c4-bfd4-f1edb2993ddc,,,,,
1FoNtFY0L9TQVU3xiW9SZy,LOWER MANWAY-M5,ce765ec0-3475-40fd-90df-e021f0552f9a,,,,,
2GMKqNF3L6kA2bHu42bqTB,LOWER MANWAY-M6,b9b3c0c3-1b98-491d-ab6b-a3bb2f26571a,,,,,
1xJpY2V$zB1vSiaeuGxXMu,ManWay,255b1e84-5ebb-4a4c-8234-2c1d09a811f3,,,,,
26WZpkxibC$PMICD0I7Bfr,ManWay,31ed3dcc-8507-42e5-8f55-29d1eba4e715,,,,,
0rx9m$GkT2APY7lwDn21tZ,ManWay,b18c9c71-79ec-4ac1-93f8-526b2de64957,,,,,
0IsFVwDJL9WhJIHeUSom6l,PRESSURE TAP-E,4d585b84-6cc2-4d18-a8f1-f5067e823c28,,,,,
3E4q$2vOnFhx7RZUgfhQdG,PRESSURE TAP-F1,971f1e7a-7bd7-4a82-93f7-51a5713f3896,,,,,
27qw2Scqb3yRnPtBPgkWOO,PRESSURE TAP-F1,1bf1f73f-90e6-497e-8e2f-4c89f5389e79,,,,,
2IAN0wxTnF3QQtJH0VBB04,PRESSURE TAP-F2,63a04e4b-375c-4bfd-9f54-2675f500962f,,,,,
02$gkVjYbFpB__u0qNhtaV,PRESSURE TAP-F2,fe18d766-a563-41e4-9a2f-4758771e02aa,,,,,
1m5rH4suT6UO2yyPglnI3B,TEPARATURE PROBE -F4,0c6991bc-9bf6-4b9b-b993-e0a5d909e325,,,,,
2CVCU0ABjDR9JfBqzJZTFg,UPPER MANWAY-M1,95404860-d9ed-464f-b412-9939c755623a,,,,,
2NsLinqanFlR0MA2n6tlRL,UPPER MANWAY-M2,f65b31a5-6cfc-4f15-a733-b0295d95dd4d,,,,,
1U_M1_HFz9cOCBDvoYNA6B,UPPER MANWAY-M3,63e5db68-a822-42ff-9580-141f56cc67eb,,,,,
0LAYDaj3b0ieqwiLcfbRFl,Geometry,d0eaecb6-316c-4706-a633-b15dc25f28b1,DEPRESSURIZATION  VENT SILENCER,E 131582 mm          N 296455 mm         EL+ 11130 mm,131.582,296.455,11.13
3QvNnQJhv5PwXZ17DYv5U_,Insulation Volume,700d2315-1ae1-4088-afde-3be2fab3315d,DEPRESSURIZATION  VENT SILENCER,E 131582 mm          N 296455 mm         EL+ 11130 mm,131.582,296.455,11.13
37p8khOwjEYR2DCB7tO$IV,N1,6699e8e6-964d-407b-8b51-560e197659cc,,,,,
2No2kFR0X5_urExh8i2NYE,N2 VENT,dbcc226e-99df-499c-a990-2c31408a79f4,,,,,
1ADu_vGcb8lO0b9hTb9GqW,N3,15dce0b9-2e46-4f4c-b483-2f4f173519b4,,,,,
1mZlCiRqz3YAvrwat_Swrz,Geometry,41f05d0b-0c8a-4d47-b117-01d9d47337a1,REACTIVATION VENT SILENCER,E 131885 mm          N 298309 mm         EL+ 11130 mm,131.885,298.309,11.13
1MGclLcqb5fx8kRENzJ9kk,Insulation Volume,e3010a0c-6d80-47f1-9189-a93123da15db,REACTIVATION VENT SILENCER,E 131885 mm          N 298309 mm         EL+ 11130 mm,131.885,298.309,11.13
1Km9iqoz134fwqnNU5YjK7,101-V185_ Plume Nozzle,fa9c2d2d-8b77-4652-90ba-93bb1917c4bf,,,,,
0WjTTKIwvEZ8oYwz$kAwjL,N1,42b17e1f-1567-433e-beb6-baa9ff4cc271,,,,,
06$pm2kOv8vw74Bof7e4zP,N2,56ec0be7-896d-4dc6-8d15-58e8a6f3c5ec,,,,,
2dpu6x_ODBcBe5FkNzN5Od,N3,c8f7c62d-3d70-4059-9327-0472b9947b46,,,,,
2YR2AzWx92ZhphYU$EGw9f,N1,753d81b1-c4cf-414e-bbb2-ca96862a4ee0,,,,,
0ujY1B7iv60veC3Iy5ItJt,Silencer Draft,0c64d6d0-2761-45d7-8a0e-94c153efa52b,,E 147500 mm          N 307700 mm           EL- 580 mm,147.5,307.7,-0.58
1QC2NqTvjCj9oASZw_0_7_,AHU-1,fc15a67f-93d7-45a8-9c2c-9829967683c1,HVAC,E 133009 mm          N 277474 mm           EL+ 932 mm,133.009,277.474,0.932
2VYRBX9BX1Bv1qyA63DI1n,AHU-2,a654be01-19c2-4d57-a193-df2b3e058cbf,HVAC,E 133009 mm          N 277474 mm          EL+ 2836 mm,133.009,277.474,2.836
35XvNNHiL5E9jzqhwDRpO8,Geometry,4503980f-fadc-4a88-9e04-dd7a257c33dc,"Straight, Aluminum, Ladder, 9"" Rung, 6"" W x 6"" D x 10 ft",E 122855 mm          N 296950 mm          EL+ 3091 mm,122.855,296.95,3.091
3$sLd6qrv9Yv9tIKoG7ROQ,Geometry,4a173efd-7cd4-4a28-a182-6708469458a1,"Straight, Aluminum, Ladder, 9"" Rung, 6"" W x 6"" D x 10 ft",E 121551 mm          N 300561 mm          EL+ 3091 mm,121.551,300.561,3.091
0X0gJcRWv1Sxulj5JRwOk4,Geometry,70544289-f18d-4e4f-972c-e17f44ab92fa,"Straight, Aluminum, Ladder, 9"" Rung, 6"" W x 6"" D x 10 ft",E 122203 mm          N 298506 mm          EL+ 3091 mm,122.203,298.506,3.091
0GLsAsze15FfMmwqAi37TD,Geometry,e47807eb-e72d-4139-ad65-f462a159b52e,"90 Deg Horizontal Bend,  Aluminum, Ladder, 12"" Rad, 6"" W x 6"" D",E 122855 mm          N 298506 mm          EL+ 3091 mm,122.855,298.506,3.091
13TSuOPTT4NQFZ6nnzKIin,Geometry,9bc89438-8391-4fee-a5c6-343dd904fa2f,"90 Deg Horizontal Bend,  Aluminum, Ladder, 12"" Rad, 6"" W x 6"" D",E 121551 mm          N 298506 mm          EL+ 3091 mm,121.551,298.506,3.091
1_45sTN7b75OHSExqpruPo,Geometry,e2b92ee7-3682-40bc-826d-123e921a1f8d,,E 121371 mm          N 299220 mm          EL+ 1201 mm,121.371,299.22,1.201
1y$L0Fxrj2o8UZ3u7pLa_B,Geometry,60e59472-b5c8-46c2-b39b-242dc3284290,,E 116729 mm          N 278550 mm          EL+ 1150 mm,116.729,278.55,1.15
0WTvbsKsjAD9VqV9o23jI8,Geometry,58f3ca9c-0d08-4cf3-8aaf-4df1325650dc,,E 121371 mm          N 299694 mm          EL+ 1201 mm,121.371,299.694,1.201
10exR3O6H59R6Accs4fs6p,Geometry,9a3605c9-6717-4c8a-be33-c266704a63a7,,E 123199 mm          N 298958 mm          EL+ 1150 mm,123.199,298.958,1.15
0tqO05qivF2xE0ImL8EMcS,Geometry,5af790c8-809c-4eef-abe3-8659e93a2bb5,,E 123206 mm          N 299694 mm          EL+ 1150 mm,123.206,299.694,1.15
3N2LWMVb98fwWXy19z8oDd,Geometry,325aabcc-7b8d-4b14-b0ca-96bf9ccdf4e7,,E 128695 mm          N 290682 mm          EL+ 1605 mm,128.695,290.682,1.605
1B9j5tLGrDHQPlCvSmrofP,Geometry,971ee360-0f72-463c-87c7-8867ac42c2a6,,E 130790 mm          N 290808 mm          EL+ 1799 mm,130.79,290.808,1.799
06fVXglqvFIf6uqCtuXTgt,Geometry,6ade380f-91a9-4531-b256-16bad7ac59c8,,E 123197 mm          N 279351 mm          EL+ 1150 mm,123.197,279.351,1.15
2MklW_kt9FUuQ9XTZoPXpz,Geometry,d0ea56d9-4954-4295-a51f-13e6e018e833,,E 123197 mm          N 278550 mm          EL+ 1150 mm,123.197,278.55,1.15
2SFzT6jPP2pOQAWVkSbLUm,Geometry,497a62a6-cfc3-43e9-ab48-9b401e959c3b,,E 116470 mm          N 279164 mm          EL+ 1150 mm,116.47,279.164,1.15
3fsDQFF7fB3e$$Tr9baD2N,Custom Aspect type 72,8fda272b-8917-4ecc-a855-b78d16e3bc0e,Junction Box,E 122544 mm          N 297832 mm          EL+ 1000 mm,122.544,297.832,1.0
0vEUpftUr9zgmkgFgzEBWO,Geometry,a2441343-f569-41da-9062-7339c58ddcfc,Junction Box,E 122544 mm          N 297832 mm          EL+ 1000 mm,122.544,297.832,1.0
2Is4BdZ_L1N8H0UuDMJppE,Geometry,79b73e89-ec40-44ba-97a3-7bc3374ed3a7,Dew point analyser Transmitter,E 121073 mm          N 290276 mm          EL+ 1000 mm,121.073,290.276,1.0
2bSbxEhSn5wgQ7cWlgpHIZ,Custom Aspect type 72,789f4f28-2c92-476a-92dd-f42a94c0926a,Instrument Stand,E 121102 mm          N 290276 mm           EL- 350 mm,121.102,290.276,-0.35
1JpR4hP4X5oPppDWVPdlAG,Geometry,3de2607a-6d34-4658-910f-79ae3489e672,Instrument Stand,E 121102 mm          N 290276 mm           EL- 350 mm,121.102,290.276,-0.35
