GlobalId,Name,Pset_PCL.PCL ID,Pset_SmartPlant 3D.Description,Pset_SmartPlant 3D.Location,X,Y,Z,Voxel
05Wyw13qrDBhSbAXAVrSZV,Geometry,04e173b6-be83-482a-8bf5-9ddeb5f9292e,"90 Deg Vertical Inside Bend,  Aluminum, Ladder, 24"" Rad, 12"" W x  6"" D",E 113539 mm          N 305425 mm          EL+ 8776 mm,113.539,305.425,8.776,"Vx(2,6,2)"
1gKx8Iqcz26eWAi7F5vQQv,Geometry,3c426c5a-267f-4bed-99a6-47f102f7843b,"Straight, Aluminum, Ladder, 9"" Rung, 12"" W x 6"" D x 10 ft",E 117447 mm          N 305425 mm          EL+ 8776 mm,117.447,305.425,8.776,"Vx(2,6,2)"
1CQrEsZYLBuxYFK$IUQICQ,Geometry,3ba9de0e-04b7-4679-a072-9ce87a984dd8,"90 Deg Vertical Outside Bend,  Aluminum, Ladder, 24"" Rad, 12"" W x  6"" D",E 113539 mm          N 305425 mm         EL+ 12126 mm,113.539,305.425,12.126,"Vx(2,6,2)"
2xbCPMTeX21vMjdyb$P4I_,Geometry,e0b393eb-f185-4ec9-80b0-2a7a8e283193,"Straight, Aluminum, Ladder, 9"" Rung, 12"" W x 6"" D x 10 ft",E 113539 mm          N 305425 mm         EL+ 10451 mm,113.539,305.425,10.451,"Vx(2,6,2)"
2eMHQkEwz1iB0olgzxJ$0f,Geometry,0f862846-1b33-449c-8c1c-4eec51b9d2d5,"90 Deg Horizontal Bend,  Aluminum, Ladder, 24"" Rad, 12"" W x 6"" D",E 121474 mm          N 305425 mm          EL+ 8776 mm,121.474,305.425,8.776,"Vx(3,6,2)"
1gYo13noD6U9ss3XoRsNJ7,Geometry,c4a383ec-7fc8-4240-aff0-a295948bcfd8,"Straight, Aluminum, Ladder, 9"" Rung, 12"" W x 6"" D x 10 ft",E 121474 mm          N 303413 mm          EL+ 8776 mm,121.474,303.413,8.776,"Vx(3,6,2)"
06ulSyZoDBKhZMCIgd8uPk,Geometry,dd11dda0-3fae-40d2-8888-269c55a96052,"90 Deg Vertical Outside Bend,  Aluminum, Ladder, 24"" Rad, 12"" W x  6"" D",E 121474 mm          N 301522 mm          EL+ 8776 mm,121.474,301.522,8.776,"Vx(3,5,2)"
2J18yX1TDFSeTr4Cw3Bazz,Geometry,6d92617e-cf2a-41b2-9e3e-eb3b7ea964ef,"Straight, Aluminum, Ladder, 9"" Rung, 12"" W x 6"" D x 10 ft",E 121474 mm          N 301522 mm          EL+ 6176 mm,121.474,301.522,6.176,"Vx(3,5,2)"
3mQI1fID5BvfqQJkwjotho,Geometry,ba3906c4-2737-46d0-9476-c964f8d8a91c,"90 Deg Vertical Inside Bend,  Aluminum, Ladder, 24"" Rad, 12"" W x  6"" D",E 121474 mm          N 301522 mm          EL+ 3576 mm,121.474,301.522,3.576,"Vx(3,5,1)"
23mwM1yY14hAhIh_3ZDI_p,Geometry,2a855ea6-2a7e-47b3-b42d-956bfbc3d3d3,"90 Deg Horizontal Bend,  Aluminum, Ladder, 24"" Rad, 12"" W x 6"" D",E 121474 mm          N 298430 mm          EL+ 3576 mm,121.474,298.43,3.576,"Vx(3,5,1)"
0P7aWl5vnFvuWhm2ImrFqK,Geometry,445e31e6-f2b5-4cbf-aec6-192e57f00143,"Straight, Aluminum, Ladder, 9"" Rung, 12"" W x 6"" D x 10 ft",E 121474 mm          N 300036 mm          EL+ 3576 mm,121.474,300.036,3.576,"Vx(3,5,1)"
3GWx9dcOv7bg_O4ekpvlNd,Geometry,f187d304-17c5-4842-a7c9-060f938e3540,"Straight, Aluminum, Ladder, 9"" Rung, 12"" W x 6"" D x 10 ft",E 122996 mm          N 298430 mm          EL+ 3576 mm,122.996,298.43,3.576,"Vx(3,5,1)"
0nyY1lZ5L2WAUvPmJo4o7G,Geometry,045a48a7-f68e-48db-a12e-6767b4212c12,"Straight, Aluminum, Ladder, 9"" Rung, 12"" W x 6"" D x 10 ft",E 123617 mm          N 298956 mm          EL+ 2072 mm,123.617,298.956,2.072,"Vx(3,5,1)"
0_nBjXupHFaQ3$0QlauwiW,101/1A03/A/L7/1,e1b77e4c-f9bb-48ee-87c2-ce71a0256ede,,E 121529 mm          N 309480 mm          EL+ 5959 mm,121.529,309.48,5.959,"Vx(3,6,2)"
2FBsobAcPEv805udY9hs3k,101/1A03/C/R12/1,c1868950-cb38-4c22-a884-189d8fa9a5de,WELDING SOCKET,E 121382 mm          N 309952 mm          EL+ 7173 mm,121.382,309.952,7.173,"Vx(3,6,2)"
1iJPoKTcf3Kxf9Vk0tchJs,Copy of CONVINIENCE SOCKET-01,d58ed806-905b-4f50-944f-aac1087476ea,WELDING SOCKET,E 132001 mm          N 310111 mm          EL+ 1492 mm,132.001,310.111,1.492,"Vx(4,6,1)"
3Qi1SdhcX6tOZoD6f6rUad,Copy of Copy of CONVINIENCE SOCKET-01,c3217148-d574-443c-b43b-5e27d242e0a0,WELDING SOCKET,E 144496 mm          N 289477 mm          EL+ 1232 mm,144.496,289.477,1.232,"Vx(5,4,1)"
1RETCSfKH9Fv1zU9OknJBx,Electrical Equipments-ElectricalEquip01-E-1-0001,e7d19dd4-617b-4d35-ad1a-80798b5de031,,E 129318 mm          N 310201 mm          EL+ 3170 mm,129.318,310.201,3.17,"Vx(3,6,1)"
1h2rzKe4n2Ahi3NsoKTV43,Electrical Equipments-ElectricalLight01-E-1-0001,d498ced1-4188-4d3b-8596-fabf04e6d4cb,,E 129608 mm          N 314826 mm           EL+ 356 mm,129.608,314.826,0.356,"Vx(3,7,1)"
3ktmIy7lDBrf836guVyqn2,Electrical Equipments-ElectricalLight01-E-1-0002,bbbc9ecf-b22f-41e6-9bd8-7b6927b4a331,,E 133735 mm          N 314826 mm           EL+ 356 mm,133.735,314.826,0.356,"Vx(4,7,1)"
249T6gD75AIvegO2mjron7,Electrical Equipments-ElectricalLight01-E-1-0003,80b5e10b-b9e5-486c-b09e-93dae4fadf21,,E 141052 mm          N 314042 mm           EL+ 356 mm,141.052,314.042,0.356,"Vx(4,7,1)"
1qfcTmb7z0wv76otNgouJ6,Electrical Equipments-ElectricalLight01-E-1-0004,2eeee361-a87b-483a-acfb-a8dfa5d3a2e6,,E 141052 mm          N 309827 mm           EL+ 356 mm,141.052,309.827,0.356,"Vx(4,6,1)"
3dOREsEOvAlRvyS6Y6pBjo,Electrical Equipments-ElectricalLight01-E-1-0005,5bbad52b-cc37-423d-adc0-e87ac69a0279,,E 139887 mm          N 303703 mm           EL+ 353 mm,139.887,303.703,0.353,"Vx(4,6,1)"
0y5ROdRejEpAFdXD5WLubA,Electrical Equipments-ElectricalLight01-E-1-0006,5c838322-fbeb-4334-81ac-abe2580f9bc4,,E 133997 mm          N 314965 mm           EL+ 361 mm,133.997,314.965,0.361,"Vx(4,7,1)"
3nNORYLDn7cRZEkOyyDPAN,Electrical Equipments-ElectricalLight01-E-1-0008,65cd4cef-beea-4da5-9aa8-51bc581f4da4,,E 121539 mm          N 308849 mm         EL+ 10959 mm,121.539,308.849,10.959,"Vx(3,6,2)"
3nZC0rjvz70vGCBX3K0r$x,Electrical Equipments-ElectricalLight01-E-1-0010,71fb2669-9e0a-4300-8d64-270a38bf8cea,,E 117699 mm          N 314999 mm           EL+ 881 mm,117.699,314.999,0.881,"Vx(2,7,1)"
1BxJ$2zGXFEQMl7oo5pE$0,Electrical Equipments-ElectricalLight01-E-1-0011,5fccee28-7f7e-48cc-ab9d-f58771294a9e,,E 136004 mm          N 289272 mm           EL+ 238 mm,136.004,289.272,0.238,"Vx(4,4,1)"
2diJNsLun9HeRwclZ_3zeS,Electrical Equipments-ElectricalLight01-E-1-0012,04c19fdb-b28f-49aa-8f45-2366c5581d49,,E 145391 mm          N 290527 mm           EL+ 243 mm,145.391,290.527,0.243,"Vx(5,4,1)"
1btgV6FpfACRxbgt6qEkF9,Electrical Equipments-ElectricalLight01-E-1-0013,6f76dea6-73ae-43cd-8678-27363ed15552,,E 154866 mm          N 289194 mm           EL+ 243 mm,154.866,289.194,0.243,"Vx(6,4,1)"
3I6ox8SXf6YR8uBCVAa6Mz,Electrical Equipments-ElectricalLight01-E-1-0101,d5432ea0-f728-495e-9224-e24c1d8d4b62,,E 141126 mm          N 305394 mm           EL+ 356 mm,141.126,305.394,0.356,"Vx(4,6,1)"
042ww60urDKue3RRrkVvoV,Electrical Equipments-ElectricalLight01-E-1-0111,283d0f84-b75d-49dd-8a72-417aadb57aa4,,E 141052 mm          N 314466 mm           EL+ 356 mm,141.052,314.466,0.356,"Vx(4,7,1)"
2SxejEidH6k8fzzNkDVfM7,Custom Aspect type 72,d8900b25-2d18-445b-bafd-9ffe8a4f9916,CHILLED WATER TOWER,E 117700 mm          N 309500 mm         EL+ 32060 mm,117.7,309.5,32.06,"Vx(2,6,4)"
2GY4IUfWb59heDJJMhOCO1,Geometry,5914de5c-dda4-40a9-8a21-192bc8e7cd16,CHILLED WATER TOWER,E 117700 mm          N 309500 mm         EL+ 32060 mm,117.7,309.5,32.06,"Vx(2,6,4)"
2Wr7D3kj523875JgfKIkMi,Insulation Volume,4254ded6-bc40-48c2-a6ee-e5de092cf7b9,CHILLED WATER TOWER,E 117700 mm          N 309500 mm         EL+ 32060 mm,117.7,309.5,32.06,"Vx(2,6,4)"
0mFHJcNLj4UfC22e85mL3S,Custom Aspect type 72,78de7713-36da-43fb-be61-7757a505ae49,TSA ADSORBER VESSEL,E 157380 mm          N 296865 mm          EL+ 4700 mm,157.38,296.865,4.7,"Vx(6,5,2)"
0NknHcEpD4xuBLQv0dByFe,Geometry,f295211c-8704-4a5b-970a-f2c500fdc43f,TSA ADSORBER VESSEL,E 157380 mm          N 296865 mm          EL+ 4700 mm,157.38,296.865,4.7,"Vx(6,5,2)"
1UBkgixv5FVfqPnAKJvt2I,Insulation Volume,bd84906f-7823-4626-90a2-295b9b57ab59,TSA ADSORBER VESSEL,E 157380 mm          N 296865 mm          EL+ 4700 mm,157.38,296.865,4.7,"Vx(6,5,2)"
027QY46sT8WhZaurLolex0,Custom Aspect type 72,be65c380-a16a-4576-a50d-eaf11d301104,TSA ADSORBER VESSEL,E 157380 mm          N 282965 mm          EL+ 4700 mm,157.38,282.965,4.7,"Vx(6,4,2)"
0T31$jtfjDXh7uPNM0_KXR,Geometry,ee2acbed-9472-42aa-8e72-1019efb65b36,TSA ADSORBER VESSEL,E 157380 mm          N 282965 mm          EL+ 4700 mm,157.38,282.965,4.7,"Vx(6,4,2)"
2DvN4HXofBBuF$izGyYA41,Insulation Volume,dd1b467b-1fb4-4a59-8145-da021f39e1cc,TSA ADSORBER VESSEL,E 157380 mm          N 282965 mm          EL+ 4700 mm,157.38,282.965,4.7,"Vx(6,4,2)"
0LAYDaj3b0ieqwiLcfbRFl,Geometry,d0eaecb6-316c-4706-a633-b15dc25f28b1,DEPRESSURIZATION  VENT SILENCER,E 131582 mm          N 296455 mm         EL+ 11130 mm,131.582,296.455,11.13,"Vx(4,5,2)"
3QvNnQJhv5PwXZ17DYv5U_,Insulation Volume,700d2315-1ae1-4088-afde-3be2fab3315d,DEPRESSURIZATION  VENT SILENCER,E 131582 mm          N 296455 mm         EL+ 11130 mm,131.582,296.455,11.13,"Vx(4,5,2)"
1mZlCiRqz3YAvrwat_Swrz,Geometry,41f05d0b-0c8a-4d47-b117-01d9d47337a1,REACTIVATION VENT SILENCER,E 131885 mm          N 298309 mm         EL+ 11130 mm,131.885,298.309,11.13,"Vx(4,5,2)"
1MGclLcqb5fx8kRENzJ9kk,Insulation Volume,e3010a0c-6d80-47f1-9189-a93123da15db,REACTIVATION VENT SILENCER,E 131885 mm          N 298309 mm         EL+ 11130 mm,131.885,298.309,11.13,"Vx(4,5,2)"
0ujY1B7iv60veC3Iy5ItJt,Silencer Draft,0c64d6d0-2761-45d7-8a0e-94c153efa52b,,E 147500 mm          N 307700 mm           EL- 580 mm,147.5,307.7,-0.58,"Vx(5,6,1)"
1QC2NqTvjCj9oASZw_0_7_,AHU-1,fc15a67f-93d7-45a8-9c2c-9829967683c1,HVAC,E 133009 mm          N 277474 mm           EL+ 932 mm,133.009,277.474,0.932,"Vx(4,3,1)"
2VYRBX9BX1Bv1qyA63DI1n,AHU-2,a654be01-19c2-4d57-a193-df2b3e058cbf,HVAC,E 133009 mm          N 277474 mm          EL+ 2836 mm,133.009,277.474,2.836,"Vx(4,3,1)"
35XvNNHiL5E9jzqhwDRpO8,Geometry,4503980f-fadc-4a88-9e04-dd7a257c33dc,"Straight, Aluminum, Ladder, 9"" Rung, 6"" W x 6"" D x 10 ft",E 122855 mm          N 296950 mm          EL+ 3091 mm,122.855,296.95,3.091,"Vx(3,5,1)"
3$sLd6qrv9Yv9tIKoG7ROQ,Geometry,4a173efd-7cd4-4a28-a182-6708469458a1,"Straight, Aluminum, Ladder, 9"" Rung, 6"" W x 6"" D x 10 ft",E 121551 mm          N 300561 mm          EL+ 3091 mm,121.551,300.561,3.091,"Vx(3,5,1)"
0X0gJcRWv1Sxulj5JRwOk4,Geometry,70544289-f18d-4e4f-972c-e17f44ab92fa,"Straight, Aluminum, Ladder, 9"" Rung, 6"" W x 6"" D x 10 ft",E 122203 mm          N 298506 mm          EL+ 3091 mm,122.203,298.506,3.091,"Vx(3,5,1)"
0GLsAsze15FfMmwqAi37TD,Geometry,e47807eb-e72d-4139-ad65-f462a159b52e,"90 Deg Horizontal Bend,  Aluminum, Ladder, 12"" Rad, 6"" W x 6"" D",E 122855 mm          N 298506 mm          EL+ 3091 mm,122.855,298.506,3.091,"Vx(3,5,1)"
13TSuOPTT4NQFZ6nnzKIin,Geometry,9bc89438-8391-4fee-a5c6-343dd904fa2f,"90 Deg Horizontal Bend,  Aluminum, Ladder, 12"" Rad, 6"" W x 6"" D",E 121551 mm          N 298506 mm          EL+ 3091 mm,121.551,298.506,3.091,"Vx(3,5,1)"
1_45sTN7b75OHSExqpruPo,Geometry,e2b92ee7-3682-40bc-826d-123e921a1f8d,,E 121371 mm          N 299220 mm          EL+ 1201 mm,121.371,299.22,1.201,"Vx(3,5,1)"
1y$L0Fxrj2o8UZ3u7pLa_B,Geometry,60e59472-b5c8-46c2-b39b-242dc3284290,,E 116729 mm          N 278550 mm          EL+ 1150 mm,116.729,278.55,1.15,"Vx(2,3,1)"
0WTvbsKsjAD9VqV9o23jI8,Geometry,58f3ca9c-0d08-4cf3-8aaf-4df1325650dc,,E 121371 mm          N 299694 mm          EL+ 1201 mm,121.371,299.694,1.201,"Vx(3,5,1)"
10exR3O6H59R6Accs4fs6p,Geometry,9a3605c9-6717-4c8a-be33-c266704a63a7,,E 123199 mm          N 298958 mm          EL+ 1150 mm,123.199,298.958,1.15,"Vx(3,5,1)"
0tqO05qivF2xE0ImL8EMcS,Geometry,5af790c8-809c-4eef-abe3-8659e93a2bb5,,E 123206 mm          N 299694 mm          EL+ 1150 mm,123.206,299.694,1.15,"Vx(3,5,1)"
3N2LWMVb98fwWXy19z8oDd,Geometry,325aabcc-7b8d-4b14-b0ca-96bf9ccdf4e7,,E 128695 mm          N 290682 mm          EL+ 1605 mm,128.695,290.682,1.605,"Vx(3,4,1)"
1B9j5tLGrDHQPlCvSmrofP,Geometry,971ee360-0f72-463c-87c7-8867ac42c2a6,,E 130790 mm          N 290808 mm          EL+ 1799 mm,130.79,290.808,1.799,"Vx(3,4,1)"
06fVXglqvFIf6uqCtuXTgt,Geometry,6ade380f-91a9-4531-b256-16bad7ac59c8,,E 123197 mm          N 279351 mm          EL+ 1150 mm,123.197,279.351,1.15,"Vx(3,3,1)"
2MklW_kt9FUuQ9XTZoPXpz,Geometry,d0ea56d9-4954-4295-a51f-13e6e018e833,,E 123197 mm          N 278550 mm          EL+ 1150 mm,123.197,278.55,1.15,"Vx(3,3,1)"
2SFzT6jPP2pOQAWVkSbLUm,Geometry,497a62a6-cfc3-43e9-ab48-9b401e959c3b,,E 116470 mm          N 279164 mm          EL+ 1150 mm,116.47,279.164,1.15,"Vx(2,3,1)"
3fsDQFF7fB3e$$Tr9baD2N,Custom Aspect type 72,8fda272b-8917-4ecc-a855-b78d16e3bc0e,Junction Box,E 122544 mm          N 297832 mm          EL+ 1000 mm,122.544,297.832,1.0,"Vx(3,5,1)"
0vEUpftUr9zgmkgFgzEBWO,Geometry,a2441343-f569-41da-9062-7339c58ddcfc,Junction Box,E 122544 mm          N 297832 mm          EL+ 1000 mm,122.544,297.832,1.0,"Vx(3,5,1)"
2Is4BdZ_L1N8H0UuDMJppE,Geometry,79b73e89-ec40-44ba-97a3-7bc3374ed3a7,Dew point analyser Transmitter,E 121073 mm          N 290276 mm          EL+ 1000 mm,121.073,290.276,1.0,"Vx(2,4,1)"
2bSbxEhSn5wgQ7cWlgpHIZ,Custom Aspect type 72,789f4f28-2c92-476a-92dd-f42a94c0926a,Instrument Stand,E 121102 mm          N 290276 mm           EL- 350 mm,121.102,290.276,-0.35,"Vx(2,4,1)"
1JpR4hP4X5oPppDWVPdlAG,Geometry,3de2607a-6d34-4658-910f-79ae3489e672,Instrument Stand,E 121102 mm          N 290276 mm           EL- 350 mm,121.102,290.276,-0.35,"Vx(2,4,1)"
3XVOjID51EIRz5W6bC1Ou4,Geometry,eafa6edf-5be9-4861-8787-e5ab9f64aa62,O2 detector,E 126921 mm          N 294111 mm          EL+ 1000 mm,126.921,294.111,1.0,"Vx(3,5,1)"
3Z$fL3wXL1kQa0Tg7BseC2,Custom Aspect type 72,0f012c23-a3c2-4ee2-8bb1-6edef0e5e169,,E 126921 mm          N 294136 mm           EL- 350 mm,126.921,294.136,-0.35,"Vx(3,5,1)"
1sveqvcAX0g8kLrtKg$U9u,Geometry,ba1f182c-e413-4665-b6cc-b088f988b34b,,E 126921 mm          N 294136 mm           EL- 350 mm,126.921,294.136,-0.35,"Vx(3,5,1)"
03BJP2qfjD69_5$CX4AgM0,Geometry,635087a5-84bc-4f5e-9529-edc1a6464fd3,O2 detector,E 120841 mm          N 284641 mm          EL+ 1000 mm,120.841,284.641,1.0,"Vx(2,4,1)"
1vSz_bMej8Nhm4cv3RiExU,Custom Aspect type 72,28a8655a-14da-4912-93ae-76cc2791373c,,E 120866 mm          N 284641 mm           EL- 350 mm,120.866,284.641,-0.35,"Vx(2,4,1)"
1gmltnbof9ovOHVAAksUlz,Geometry,3134a98f-1650-4f5f-b417-569410118648,,E 120866 mm          N 284641 mm           EL- 350 mm,120.866,284.641,-0.35,"Vx(2,4,1)"
35KHSi_5DFvRcZ8HPXb46l,Geometry,a00e4b7f-3cc5-4141-b45f-bf5de101bc6e,HS TRIP,E 124824 mm          N 272123 mm          EL+ 1335 mm,124.824,272.123,1.335,"Vx(3,2,1)"
1XFz5ejVr7sw1Kkls$_3Tr,Custom Aspect type 72,c4fe995a-0683-40ee-9a4b-b12ecb4d8e42,INSTRUMENT STAND,E 124962 mm          N 271772 mm          EL+ 1210 mm,124.962,271.772,1.21,"Vx(3,2,1)"
1xSE_SUOH2wBBN$VL5wV16,Geometry,b2ff387f-336e-4fc8-bca0-408e2732d9e9,INSTRUMENT STAND,E 124962 mm          N 271772 mm          EL+ 1210 mm,124.962,271.772,1.21,"Vx(3,2,1)"
1VGB8mWT59RRrP1qKopyRY,Geometry,b4763f64-bfad-43c8-bddb-7977ecfb1615,HS TRIP,E 124612 mm          N 271910 mm          EL+ 1335 mm,124.612,271.91,1.335,"Vx(3,2,1)"
2a292yz1f77v1YLB5hz0aG,Geometry,96783220-075a-47ef-b99e-59411eb4ce21,HS TRIP,E 104822 mm          N 242479 mm          EL+ 1299 mm,104.822,242.479,1.299,"Vx(1,0,1)"
2z8Xkocuf4bhLGrnyIe$6C,Geometry,232a7dd9-1406-4f49-9949-7ea714e1589d,HS TRIP,E 104522 mm          N 242479 mm          EL+ 1299 mm,104.522,242.479,1.299,"Vx(1,0,1)"
2MS5k2aJ9CNO1YUVkRe5NA,Geometry,c26b8bc5-b19c-475e-8ba8-e8267e309b67,HS TRIP,E 91259 mm          N 243871 mm          EL+ 1299 mm,91.259,243.871,1.299,"Vx(0,0,1)"
0RDAG1vlX9KOsWsfZOkVLC,Geometry,d8d716c9-7d58-4089-bc2f-52429355f1b7,,E 118885 mm          N 306640 mm           EL+ 275 mm,118.885,306.64,0.275,"Vx(2,6,1)"
2Q$pzWgKH5ogS6EYCAkxG3,Geometry,288d8ef7-64c0-41e4-a046-77d8b0510405,Transmitter,E 117700 mm          N 306452 mm           EL+ 275 mm,117.7,306.452,0.275,"Vx(2,6,1)"
0hPg$YKZf2EgcnZD_zCFhW,Custom Aspect type 72,4410b76e-eb2d-4741-aee1-d27b7a858acf,INSTRUMENT AIR MANIFOLD,E 126258 mm          N 293051 mm          EL+ 1164 mm,126.258,293.051,1.164,"Vx(3,5,1)"
1qy84opiX2G8hQyDiBWNmR,Geometry,6d3ac4ec-f40f-4386-bbbf-6a3293f3d2aa,INSTRUMENT AIR MANIFOLD,E 126258 mm          N 293051 mm          EL+ 1164 mm,126.258,293.051,1.164,"Vx(3,5,1)"
3L7X0M_3b8PwcK2EavdhbD,Custom Aspect type 72,1dd885a3-3b4b-475d-ab12-4c19cff2515d,Junction Box,E 122742 mm          N 302145 mm          EL+ 1443 mm,122.742,302.145,1.443,"Vx(3,5,1)"
2q1zew$r14d9tFYys358S9,Geometry,b68093df-ecfb-4428-8a17-29499374ba58,Junction Box,E 122742 mm          N 302145 mm          EL+ 1443 mm,122.742,302.145,1.443,"Vx(3,5,1)"
3p3gLYCBf7XvRClPJG$d9W,Custom Aspect type 72,90288562-7865-4315-ab4c-8bdd1fed6a6b,Junction Box,E 123367 mm          N 302145 mm          EL+ 1443 mm,123.367,302.145,1.443,"Vx(3,5,1)"
1yVJo6diHFHO$SNt6PKQ7H,Geometry,48551cb2-5c7c-4818-aca3-0723b689623b,Junction Box,E 123367 mm          N 302145 mm          EL+ 1443 mm,123.367,302.145,1.443,"Vx(3,5,1)"
2$z24Z4zD6GvdiXPLOQClP,JB RACK,df19af62-cc09-44b7-b644-6af59459d800,Junction box rack,E 122326 mm          N 302025 mm           EL+ 100 mm,122.326,302.025,0.1,"Vx(3,5,1)"
0POS4sI1b5yen_pdspQ1oO,Geometry,af3e4e3f-8fbb-4e4a-b4d1-4e006949c275,"Gate valve,  .75 in, SWE, Class 800, API trim No. 12, , , API 602, ASTM A350-LF2",E 126468 mm          N 278298 mm            EL+ 72 mm,126.468,278.298,0.072,"Vx(3,3,1)"
2amIMpLpH1mBw0DH3HioT_,Insulation Volume,fa8ffdd2-ee5f-48c9-9679-e3a1273ce132,"Gate valve,  .75 in, SWE, Class 800, API trim No. 12, , , API 602, ASTM A350-LF2",E 126468 mm          N 278298 mm            EL+ 72 mm,126.468,278.298,0.072,"Vx(3,3,1)"
0zGZFjr1n1wfyp6qePigo$,Geometry,e56af025-1f80-4022-a28e-0b534345b692,"Pipe stock, 20 mm, PE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 126468 mm          N 278298 mm           EL+ 154 mm,126.468,278.298,0.154,"Vx(3,3,1)"
1zI3Dr$WnALAx2hP7SkXQs,Insulation Volume,5dba8b9b-aff6-454a-9459-4c964248908c,"Pipe stock, 20 mm, PE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 126468 mm          N 278298 mm           EL+ 154 mm,126.468,278.298,0.154,"Vx(3,3,1)"
18vncg3_b4reQJ6T_XM_ke,Geometry,c9d5bcb9-ee42-4d25-887a-1ee6b8376519,"Plug, hexagonal, 20 mm, MTE, ASME-B16.11, ASTM A350-LF2",E 126468 mm          N 278298 mm            EL+ 40 mm,126.468,278.298,0.04,"Vx(3,3,1)"
1g5nbkR1v4pBQQm4U$GDUe,Insulation Volume,3d38b915-8e2e-426f-b012-e5827a93da32,"Plug, hexagonal, 20 mm, MTE, ASME-B16.11, ASTM A350-LF2",E 126468 mm          N 278298 mm            EL+ 40 mm,126.468,278.298,0.04,"Vx(3,3,1)"
27bM5CCsT6YBsn_1OQMqe_,Geometry,46f2a477-3d8d-40df-815c-07bc6b5054e9,"SockoletÃÂ®, reducing, 50 mm x 20 mm, BE/SWE, Class 3000, MSS SP-97, ASTM A350-LF2",E 126468 mm          N 278298 mm           EL+ 250 mm,126.468,278.298,0.25,"Vx(3,3,1)"
2JQrUCY1rF49cQR2Ithj1z,Insulation Volume,28d6b1f8-be72-40d6-9a09-2e7dd3efc239,"SockoletÃÂ®, reducing, 50 mm x 20 mm, BE/SWE, Class 3000, MSS SP-97, ASTM A350-LF2",E 126468 mm          N 278298 mm           EL+ 250 mm,126.468,278.298,0.25,"Vx(3,3,1)"
27U7CG0Ob9if8$FRkcIdkp,Geometry,142c0749-2842-4d6f-8cca-22ba10f696b0,"Gate valve,  .75 in, SWE, Class 800, API trim No. 12, , , API 602, ASTM A350-LF2",E 127004 mm          N 278298 mm            EL+ 72 mm,127.004,278.298,0.072,"Vx(3,3,1)"
0dHG$u2Nv12QA6XQltl1Xo,Insulation Volume,acb95540-f7b4-4e34-b67c-a33f072afff4,"Gate valve,  .75 in, SWE, Class 800, API trim No. 12, , , API 602, ASTM A350-LF2",E 127004 mm          N 278298 mm            EL+ 72 mm,127.004,278.298,0.072,"Vx(3,3,1)"
3dtcxaL8PBG8zxC76BP5Ic,Geometry,b00b92b5-5f5f-4b74-bd52-f717ac058be8,"Pipe stock, 20 mm, PE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 127004 mm          N 278298 mm           EL+ 154 mm,127.004,278.298,0.154,"Vx(3,3,1)"
01uO0v5YX0vO9682MGz9_u,Insulation Volume,98804d08-31db-4d51-8729-7eb404f437d7,"Pipe stock, 20 mm, PE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 127004 mm          N 278298 mm           EL+ 154 mm,127.004,278.298,0.154,"Vx(3,3,1)"
2dBXUcfKH3CA4SRHMsozBz,Geometry,8a0b5bba-7c9c-4efa-bdc0-ffc62391bd15,"Plug, hexagonal, 20 mm, MTE, ASME-B16.11, ASTM A350-LF2",E 127004 mm          N 278298 mm            EL+ 40 mm,127.004,278.298,0.04,"Vx(3,3,1)"
0_txbWyL9AqfV2VB36Verb,Insulation Volume,01078a01-09eb-4ff7-b67c-2b0a294df31e,"Plug, hexagonal, 20 mm, MTE, ASME-B16.11, ASTM A350-LF2",E 127004 mm          N 278298 mm            EL+ 40 mm,127.004,278.298,0.04,"Vx(3,3,1)"
3PFt5zC7PEnuzQnOETLlaD,Geometry,3af7a42e-3eaa-43ca-8b00-b532c70f280c,"SockoletÃÂ®, reducing, 50 mm x 20 mm, BE/SWE, Class 3000, MSS SP-97, ASTM A350-LF2",E 127004 mm          N 278298 mm           EL+ 250 mm,127.004,278.298,0.25,"Vx(3,3,1)"
1UlbnYt0j2Le0GO3tjojbF,Insulation Volume,45278d1f-9e15-4805-b75f-5747f76d17bc,"SockoletÃÂ®, reducing, 50 mm x 20 mm, BE/SWE, Class 3000, MSS SP-97, ASTM A350-LF2",E 127004 mm          N 278298 mm           EL+ 250 mm,127.004,278.298,0.25,"Vx(3,3,1)"
30PWKs_dz6gBLPpqeD7v6M,Geometry,cca51995-97e4-41a6-8373-b87b2175c1a6,"Ball valve, 2 in, RFFE, Class 150, , , , ASME-B16.34, ASTM A352-LCB",E 126212 mm          N 278298 mm           EL+ 250 mm,126.212,278.298,0.25,"Vx(3,3,1)"
1rs9GOaqj9rPkwyXblXTxi,Insulation Volume,58b41aae-25d9-4406-9263-028a1218285b,"Ball valve, 2 in, RFFE, Class 150, , , , ASME-B16.34, ASTM A352-LCB",E 126212 mm          N 278298 mm           EL+ 250 mm,126.212,278.298,0.25,"Vx(3,3,1)"
