GlobalId,Name,Pset_PCL.PCL ID,Pset_SmartPlant 3D.Description,Pset_SmartPlant 3D.Location,X,Y,Z,Voxel
2bNGNPjGz8cAAVJkZspHWa,Insulation Volume,16cd4fe8-b104-4a3a-b548-ff99a981e775,"SockoletÃÂ®, reducing, 750 mm x 15 mm, BE/SWE, Class 3000, MSS SP-97, ASTM A350-LF2",E 121859 mm          N 289915 mm          EL+ 4050 mm,121.859,289.915,4.05,"Vx(3,4,2)"
0vv_3f6DjBDw5jLXMeA76W,Geometry,b00b0a14-e377-45af-959c-66d5a409bc1b,"45o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 121859 mm          N 289915 mm          EL+ 2755 mm,121.859,289.915,2.755,"Vx(3,4,1)"
29JOShOTrA$B7ybW7VfckP,Insulation Volume,826f3318-7b46-44f6-9e74-c0007fa68af3,"45o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 121859 mm          N 289915 mm          EL+ 2755 mm,121.859,289.915,2.755,"Vx(3,4,1)"
1tlbhIZHn9vQpLN6m3gVf3,Geometry,1379c8d2-398a-4cca-81e1-bc72d08b9218,"Weld neck flange, 750 mm, RFFE/BE, Class 150, ASME B16.47 Series A, ASTM A350-LF2",E 121859 mm          N 289915 mm          EL+ 3638 mm,121.859,289.915,3.638,"Vx(3,4,1)"
3ALLE$67j9vAl7bgvvnwlo,Insulation Volume,b59a9763-003a-49ba-aa50-78bb0b5e5cb0,"Weld neck flange, 750 mm, RFFE/BE, Class 150, ASME B16.47 Series A, ASTM A350-LF2",E 121859 mm          N 289915 mm          EL+ 3638 mm,121.859,289.915,3.638,"Vx(3,4,1)"
2sggBx_zTEZAGF1f5UKpRF,Geometry,98069d06-43b9-4d56-aa5a-a10d3eebd0a9,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 121859 mm          N 289915 mm          EL+ 3364 mm,121.859,289.915,3.364,"Vx(3,4,1)"
2ExWtsD_L6WwxjzBa1J04z,Insulation Volume,7cc9c863-ca4b-468d-bff5-ed01e3a6b571,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 121859 mm          N 289915 mm          EL+ 3364 mm,121.859,289.915,3.364,"Vx(3,4,1)"
3Zec4ms9H4kvco2KoormxQ,Geometry,f1878379-c43b-4110-905a-c167c43dea0c,"Tee, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 122586 mm          N 289915 mm          EL+ 2028 mm,122.586,289.915,2.028,"Vx(3,4,1)"
29VccpzWvC7gQQaJiy9QTC,Insulation Volume,b20df427-9de7-408c-b60c-2e48c89f964d,"Tee, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 122586 mm          N 289915 mm          EL+ 2028 mm,122.586,289.915,2.028,"Vx(3,4,1)"
2pqPlyOkDCygttXT3rGpZP,Geometry,247091f6-2773-428f-8010-b0a37e613aeb,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 117084 mm          N 287629 mm          EL+ 7196 mm,117.084,287.629,7.196,"Vx(2,4,2)"
0aAZPeqDnBPx0MOrEj7tER,Insulation Volume,dec6c1a8-9102-4a5b-a74f-ec5b99063dcb,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 117084 mm          N 287629 mm          EL+ 7196 mm,117.084,287.629,7.196,"Vx(2,4,2)"
1s5HvVlZL7e8eyixlcaJQn,Geometry,ac2406ad-3699-4ba5-aec5-759911543eda,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 121859 mm          N 287629 mm          EL+ 7196 mm,121.859,287.629,7.196,"Vx(3,4,2)"
1M0m0yRTL4aup4btKxoZoJ,Insulation Volume,72429d9d-75eb-496f-a67a-34b5c52172fe,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 121859 mm          N 287629 mm          EL+ 7196 mm,121.859,287.629,7.196,"Vx(3,4,2)"
2HtD$tfZP4BgI6Oa3AUSbM,Geometry,e7c28abf-139d-46a2-919d-e139e56fdd8b,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 121859 mm          N 289915 mm          EL+ 7196 mm,121.859,289.915,7.196,"Vx(3,4,2)"
3l53cifxz4weQ8zVGzTtFE,Insulation Volume,1b1b4c6f-bf56-4dce-a7b5-78c473c1fbeb,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 121859 mm          N 289915 mm          EL+ 7196 mm,121.859,289.915,7.196,"Vx(3,4,2)"
24yw7X9Gv33AKMJvIBq9Uk,Geometry,7f6343a7-0672-4a3e-9649-de41c3d9e7be,"Weld neck flange, 750 mm, RFFE/BE, Class 150, ASME B16.47 Series A, ASTM A350-LF2",E 121859 mm          N 289915 mm          EL+ 3644 mm,121.859,289.915,3.644,"Vx(3,4,1)"
1NZLtpUmL1hPrk3bobb2VA,Insulation Volume,20b4f224-2679-4a42-944e-0a0ced8f8f36,"Weld neck flange, 750 mm, RFFE/BE, Class 150, ASME B16.47 Series A, ASTM A350-LF2",E 121859 mm          N 289915 mm          EL+ 3644 mm,121.859,289.915,3.644,"Vx(3,4,1)"
3YmB6pa9LEmOGYXRDkZ6hF,Geometry,51c1dc6d-c213-485f-b8af-7390096e0017,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 117084 mm          N 295336 mm          EL+ 7196 mm,117.084,295.336,7.196,"Vx(2,5,2)"
3Wm8QZ6M1CWQB3fWrZiqAb,Insulation Volume,95a8df1a-2734-4908-8183-fdb02f7a55ed,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 117084 mm          N 295336 mm          EL+ 7196 mm,117.084,295.336,7.196,"Vx(2,5,2)"
3yBFFJLcP67hZubpbqlIVS,Geometry,db705db3-c15b-4f68-b149-dbc8e53a72d7,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 119472 mm          N 287629 mm          EL+ 7196 mm,119.472,287.629,7.196,"Vx(2,4,2)"
3vbKE5UrbEHBnnjmEPPUYi,Insulation Volume,8137cf47-a2b0-4a30-994e-669c45fe841d,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 119472 mm          N 287629 mm          EL+ 7196 mm,119.472,287.629,7.196,"Vx(2,4,2)"
34TlezrcX17vJNBLLL0yL3,Geometry,1cac50aa-484f-4410-91c3-23cdd687a2c3,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 121859 mm          N 289915 mm          EL+ 3915 mm,121.859,289.915,3.915,"Vx(3,4,2)"
0P0XDvYFf849jPCezKA_zg,Insulation Volume,f25d3258-3580-431c-8ddf-e4cd52a9e775,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 121859 mm          N 289915 mm          EL+ 3915 mm,121.859,289.915,3.915,"Vx(3,4,2)"
3oKKHeknPASuwS9SwZyrp2,Geometry,aeea2de7-7e14-4d21-8a88-1d3c359bf04a,"Blind flange, 100 mm, RFFE, Class 150, ASME-B16.5, ASTM A350-LF2",E 122586 mm          N 290599 mm          EL+ 1292 mm,122.586,290.599,1.292,"Vx(3,4,1)"
2e2fr$6Nb4xPFvd1T8JJKq,Insulation Volume,4483ecbf-766e-483e-8348-d7fe1563361d,"Blind flange, 100 mm, RFFE, Class 150, ASME-B16.5, ASTM A350-LF2",E 122586 mm          N 290599 mm          EL+ 1292 mm,122.586,290.599,1.292,"Vx(3,4,1)"
2NXHB$eiLACBqVIhB67cFb,Geometry,9fae65fe-e9b2-4fbb-ab77-c6ec4dbd9c56,"Weld neck flange, 100 mm, RFFE/BE, Class 150, ASME-B16.5, ASTM A350-LF2",E 122586 mm          N 290599 mm          EL+ 1297 mm,122.586,290.599,1.297,"Vx(3,4,1)"
2yFoGYfiTF38SJ4upYr$Y$,Insulation Volume,d15ee199-2fc1-4ff3-8c92-9287f9311d63,"Weld neck flange, 100 mm, RFFE/BE, Class 150, ASME-B16.5, ASTM A350-LF2",E 122586 mm          N 290599 mm          EL+ 1297 mm,122.586,290.599,1.297,"Vx(3,4,1)"
0$864YD3z1w8HRPmh8lC4$,Geometry,107cc0ba-fefe-446f-bbb3-e1cc6c7ea385,"Pipe stock, 100 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 122586 mm          N 290599 mm          EL+ 1484 mm,122.586,290.599,1.484,"Vx(3,4,1)"
3aqjiDKOL9evDpAvOieAc$,Insulation Volume,20415055-e0c7-4259-8d57-1eda2f9c1e4b,"Pipe stock, 100 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 122586 mm          N 290599 mm          EL+ 1484 mm,122.586,290.599,1.484,"Vx(3,4,1)"
1TaA9ySFv1ZA9$DbU9KepR,Geometry,22d931ab-8a36-4bf4-8b4d-d2acbaef3ef8,"WeldoletÃÂ®, reducing, 750 mm x 100 mm, BE, MSS SP-97, ASTM A350-LF2",E 122586 mm          N 290599 mm          EL+ 2028 mm,122.586,290.599,2.028,"Vx(3,4,1)"
0FbTHlT5zAzBYdqTHw$TJa,Insulation Volume,b892a0fc-f812-4118-b6a2-83f29db603c3,"WeldoletÃÂ®, reducing, 750 mm x 100 mm, BE, MSS SP-97, ASTM A350-LF2",E 122586 mm          N 290599 mm          EL+ 2028 mm,122.586,290.599,2.028,"Vx(3,4,1)"
0RxVGHVuf1JwBHUaXXjS$2,Geometry,152c551e-b5b4-4c14-bfea-c43b5ec61cb6,"SockoletÃÂ®, reducing, 750 mm x 15 mm, BE/SWE, Class 3000, MSS SP-97, ASTM A350-LF2",E 122586 mm          N 291660 mm          EL+ 2028 mm,122.586,291.66,2.028,"Vx(3,4,1)"
2gcdb7Xo169PIu8uWRgHRc,Insulation Volume,e9db1b3c-44bc-43b6-9c9a-7343993f590e,"SockoletÃÂ®, reducing, 750 mm x 15 mm, BE/SWE, Class 3000, MSS SP-97, ASTM A350-LF2",E 122586 mm          N 291660 mm          EL+ 2028 mm,122.586,291.66,2.028,"Vx(3,4,1)"
0KCtAmELDEIu6$GUpj7wyX,Geometry,9e835351-cf69-4671-8a72-eede2670076c,"Globe valve,  .5 in, SWE/FTE, Class 800, API trim No. 12, , , API 602, ASTM A350-LF2",E 122586 mm          N 291660 mm          EL+ 2662 mm,122.586,291.66,2.662,"Vx(3,4,1)"
1b$Yij_wDFawDf7VTQagoF,Geometry,e837f085-744d-4591-a4df-9c9bd78bc84e,"Pipe stock, 15 mm, PE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 122586 mm          N 291660 mm          EL+ 2523 mm,122.586,291.66,2.523,"Vx(3,4,1)"
2jUfVeR3PFSQR78BV0iX$g,Insulation Volume,6ee70873-c0ac-41bb-859c-a9240ff9f4e7,"Pipe stock, 15 mm, PE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 122586 mm          N 291660 mm          EL+ 2523 mm,122.586,291.66,2.523,"Vx(3,4,1)"
2Ga4XjKyr0cfjOfh0aFn$5,Geometry,3dc65372-7f8e-4199-84f8-94cbda585440,"Globe valve, 1 in, SWE/FTE, Class 800, API trim No. 12, , , API 602, ASTM A350-LF2",E 122586 mm          N 291660 mm          EL+ 1375 mm,122.586,291.66,1.375,"Vx(3,4,1)"
33hSfVJSb2KAV_5Ch4qzw9,Geometry,548dc5a2-d474-457a-9bbb-a4a77ce56618,"Pipe stock, 25 mm, PE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 122586 mm          N 291660 mm          EL+ 1523 mm,122.586,291.66,1.523,"Vx(3,4,1)"
39q_qoICzDaOAwvLvJHqI2,Insulation Volume,bb8eafb2-d45d-4447-a5a9-0009953ec3d3,"Pipe stock, 25 mm, PE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 122586 mm          N 291660 mm          EL+ 1523 mm,122.586,291.66,1.523,"Vx(3,4,1)"
3OlRTpTVDE_vW1$HwQeQR4,Geometry,1ecaddf8-e050-400c-8539-6088b8218da8,"SockoletÃÂ®, reducing, 750 mm x 25 mm, BE/SWE, Class 3000, MSS SP-97, ASTM A350-LF2",E 122586 mm          N 291660 mm          EL+ 2028 mm,122.586,291.66,2.028,"Vx(3,4,1)"
1HLOsdzf1259dOqC7KfaXj,Insulation Volume,2d8e35c7-3d44-48e5-91c9-c1932f901c20,"SockoletÃÂ®, reducing, 750 mm x 25 mm, BE/SWE, Class 3000, MSS SP-97, ASTM A350-LF2",E 122586 mm          N 291660 mm          EL+ 2028 mm,122.586,291.66,2.028,"Vx(3,4,1)"
2skkIfZJfCVxc1xNpZzEDd,Geometry,0da2c7ce-a9ba-4fd3-8385-2b8a76dff883,SEE INSTRUMENT SUMMARY,E 122586 mm          N 292078 mm          EL+ 2028 mm,122.586,292.078,2.028,"Vx(3,4,1)"
3Zafg28I18svgkLW_$J0Jn,Geometry,c165d845-3f49-4498-b512-7ebeb5262b92,"45o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 124199 mm          N 293422 mm          EL+ 2028 mm,124.199,293.422,2.028,"Vx(3,5,1)"
0GvV3dnAT2gBqY1ex49OvB,Insulation Volume,5c879ece-3b6a-4304-9ebc-5e06fdcb21c8,"45o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 124199 mm          N 293422 mm          EL+ 2028 mm,124.199,293.422,2.028,"Vx(3,5,1)"
0mCezBNGr9pwgRNO01xA2z,Geometry,d4886bf9-3569-42a3-9478-47362d5297df,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 122586 mm          N 293422 mm          EL+ 2028 mm,122.586,293.422,2.028,"Vx(3,5,1)"
2Cv4e8Vxj8LvRdfi1JUndW,Insulation Volume,cc2e2ed5-519b-4d65-8758-0746cdd7578b,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 122586 mm          N 293422 mm          EL+ 2028 mm,122.586,293.422,2.028,"Vx(3,5,1)"
3fiYX8OVDBeepah93PYXcb,Geometry,f9567794-4227-4dac-9bba-c5ac2fdbdff0,"Weld neck flange, 750 mm, RFFE/BE, Class 150, ASME B16.47 Series A, ASTM A350-LF2",E 122586 mm          N 292144 mm          EL+ 2028 mm,122.586,292.144,2.028,"Vx(3,4,1)"
32S4OVI_f5agkryL5p45pe,Insulation Volume,2bc2a66d-e58b-45b3-9bca-885360b9a086,"Weld neck flange, 750 mm, RFFE/BE, Class 150, ASME B16.47 Series A, ASTM A350-LF2",E 122586 mm          N 292144 mm          EL+ 2028 mm,122.586,292.144,2.028,"Vx(3,4,1)"
1kuJJ0ZQLCCPCbXO3UCC0T,Geometry,8b2f71cd-5e7c-4f2b-a559-3878ba3f0dd6,"Weld neck flange, 750 mm, RFFE/BE, Class 150, ASME B16.47 Series A, ASTM A350-LF2",E 122586 mm          N 292013 mm          EL+ 2028 mm,122.586,292.013,2.028,"Vx(3,4,1)"
2ArbWXJHHC_Bp42wKsdvt6,Insulation Volume,69eb4510-1588-4737-935d-36c2df3a490a,"Weld neck flange, 750 mm, RFFE/BE, Class 150, ASME B16.47 Series A, ASTM A350-LF2",E 122586 mm          N 292013 mm          EL+ 2028 mm,122.586,292.013,2.028,"Vx(3,4,1)"
1R7QH41qXBLR5QpMORuqVc,Geometry,510f8675-bc3b-4792-ac65-44abcc77cd31,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 122586 mm          N 291660 mm          EL+ 2028 mm,122.586,291.66,2.028,"Vx(3,4,1)"
0djorc1g5CcQ$ILeQDuKql,Insulation Volume,50b9fa71-4474-4079-87ed-a6f80e77f64e,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 122586 mm          N 291660 mm          EL+ 2028 mm,122.586,291.66,2.028,"Vx(3,4,1)"
2VD3$$U5fCYwfEFdIhStwJ,Pipe,9caa2733-c025-4f43-a124-b33291a264f8,"Pipe stock, 450 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 122586 mm          N 291135 mm          EL+ 1549 mm,122.586,291.135,1.549,"Vx(3,4,1)"
3lf1wjtjL7LvmskPADHq5o,Geometry,149336e7-18ef-48ff-a4a5-6f14fcd9fa30,"Blind flange, 100 mm, RFFE, Class 150, ASME-B16.5, ASTM A350-LF2",E 122586 mm          N 289215 mm          EL+ 1292 mm,122.586,289.215,1.292,"Vx(3,4,1)"
28FgexNCDCTvaHiHHUJijK,Insulation Volume,82712855-0f35-4ba0-a839-a3f0e569708b,"Blind flange, 100 mm, RFFE, Class 150, ASME-B16.5, ASTM A350-LF2",E 122586 mm          N 289215 mm          EL+ 1292 mm,122.586,289.215,1.292,"Vx(3,4,1)"
2XjUAQl0rDEAjD1dEf7kgO,Geometry,cf8cdc9f-4c65-4aab-aa08-b92f58a63190,"Weld neck flange, 100 mm, RFFE/BE, Class 150, ASME-B16.5, ASTM A350-LF2",E 122586 mm          N 289215 mm          EL+ 1297 mm,122.586,289.215,1.297,"Vx(3,4,1)"
2F2kN4_HX86Qd8f1oZBAzI,Insulation Volume,a9f6bcb5-7879-4e06-9985-1ffc3be85144,"Weld neck flange, 100 mm, RFFE/BE, Class 150, ASME-B16.5, ASTM A350-LF2",E 122586 mm          N 289215 mm          EL+ 1297 mm,122.586,289.215,1.297,"Vx(3,4,1)"
2ttla2bDH6l9Dj5PJVWe9v,Geometry,2a2e24f3-e7b2-4af0-8368-6c6b0dd3b430,"Pipe stock, 100 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 122586 mm          N 289215 mm          EL+ 1484 mm,122.586,289.215,1.484,"Vx(3,4,1)"
2iISSiKLr4Og2ecQb81Wyc,Insulation Volume,55750382-13bf-451e-be46-00d7a1019fd4,"Pipe stock, 100 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 122586 mm          N 289215 mm          EL+ 1484 mm,122.586,289.215,1.484,"Vx(3,4,1)"
3FO09C44LBsxLyVTxLhajI,Geometry,db292411-0e58-4fa7-8ac9-4db092410543,"WeldoletÃÂ®, reducing, 750 mm x 100 mm, BE, MSS SP-97, ASTM A350-LF2",E 122586 mm          N 289215 mm          EL+ 2028 mm,122.586,289.215,2.028,"Vx(3,4,1)"
2_ysZXHjT8eBHeas3xgJ2M,Insulation Volume,e078fc2c-b55d-4e5f-957a-50816e5d8852,"WeldoletÃÂ®, reducing, 750 mm x 100 mm, BE, MSS SP-97, ASTM A350-LF2",E 122586 mm          N 289215 mm          EL+ 2028 mm,122.586,289.215,2.028,"Vx(3,4,1)"
15S5AStPD7SO70VeoVHlo5,Geometry,70e35476-11a6-49ee-8837-cfa4d31bc073,"SockoletÃÂ®, reducing, 750 mm x 15 mm, BE/SWE, Class 3000, MSS SP-97, ASTM A350-LF2",E 122586 mm          N 288240 mm          EL+ 2028 mm,122.586,288.24,2.028,"Vx(3,4,1)"
37TOxX1VvBtQToxqOvQDTs,Insulation Volume,d31f6e41-5012-4b31-b89a-d6729fd45a13,"SockoletÃÂ®, reducing, 750 mm x 15 mm, BE/SWE, Class 3000, MSS SP-97, ASTM A350-LF2",E 122586 mm          N 288240 mm          EL+ 2028 mm,122.586,288.24,2.028,"Vx(3,4,1)"
0MGGNUbzL4wxc3$8L2$LHE,Geometry,f612e65f-aa5a-442e-b657-9bba8119db6d,"Globe valve,  .5 in, SWE/FTE, Class 800, API trim No. 12, , , API 602, ASTM A350-LF2",E 122586 mm          N 288240 mm          EL+ 2662 mm,122.586,288.24,2.662,"Vx(3,4,1)"
2WPNfWxV564PB8iva9d_84,Geometry,86084c8a-6ad2-4fc0-bd7a-ad980270d359,"Pipe stock, 15 mm, PE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 122586 mm          N 288240 mm          EL+ 2523 mm,122.586,288.24,2.523,"Vx(3,4,1)"
0Mx68wHyT5p9ismVXEzBVw,Insulation Volume,855dc460-93e8-49b9-900f-a1ca7bb78acd,"Pipe stock, 15 mm, PE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 122586 mm          N 288240 mm          EL+ 2523 mm,122.586,288.24,2.523,"Vx(3,4,1)"
3yTVXXzg56ohSRW2wfZc4A,Geometry,38e8e566-81c2-4e33-89f1-d3e414d92300,SEE INSTRUMENT SUMMARY,E 122586 mm          N 287748 mm          EL+ 2028 mm,122.586,287.748,2.028,"Vx(3,4,1)"
202dlfP3v2XeIwEgFMPt3_,Geometry,c0fdc26d-4529-4bd6-b1fa-597d1a3ecf7f,"45o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 124199 mm          N 286405 mm          EL+ 2028 mm,124.199,286.405,2.028,"Vx(3,4,1)"
2PBa7zJWL09Rfp3CSLaL$0,Insulation Volume,d2b47f22-150c-4108-9e58-de2442707340,"45o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 124199 mm          N 286405 mm          EL+ 2028 mm,124.199,286.405,2.028,"Vx(3,4,1)"
1GrljZFIXDIQ0Q5YrJC2zl,Geometry,5fa03693-c8a1-4918-be68-4934078e7ea1,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 122586 mm          N 286405 mm          EL+ 2028 mm,122.586,286.405,2.028,"Vx(3,4,1)"
0vjiFe1fP1Cx6hPD1wncaQ,Insulation Volume,520cfb11-b19e-481c-9c5c-65a69dd65f62,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 122586 mm          N 286405 mm          EL+ 2028 mm,122.586,286.405,2.028,"Vx(3,4,1)"
2vyFOmXgH27wJPhF_oVFN_,Geometry,770db9c7-2f5d-4222-a55a-196bae8f0e91,"Weld neck flange, 750 mm, RFFE/BE, Class 150, ASME B16.47 Series A, ASTM A350-LF2",E 122586 mm          N 287683 mm          EL+ 2028 mm,122.586,287.683,2.028,"Vx(3,4,1)"
3WROx7lUP8fB7Eet_i4bxV,Insulation Volume,73abf1e8-b01f-4243-9d36-cbc9fbd1df5c,"Weld neck flange, 750 mm, RFFE/BE, Class 150, ASME B16.47 Series A, ASTM A350-LF2",E 122586 mm          N 287683 mm          EL+ 2028 mm,122.586,287.683,2.028,"Vx(3,4,1)"
2SiIx3PcnAeBLPxQ0pllCq,Geometry,ad17b358-ad4c-4942-b84c-9e709cd389b3,"Weld neck flange, 750 mm, RFFE/BE, Class 150, ASME B16.47 Series A, ASTM A350-LF2",E 122586 mm          N 287814 mm          EL+ 2028 mm,122.586,287.814,2.028,"Vx(3,4,1)"
3BjQmZH9LDQuF_qgOzf5FZ,Insulation Volume,fe59f725-777f-4312-809b-8445fcbf0a68,"Weld neck flange, 750 mm, RFFE/BE, Class 150, ASME B16.47 Series A, ASTM A350-LF2",E 122586 mm          N 287814 mm          EL+ 2028 mm,122.586,287.814,2.028,"Vx(3,4,1)"
0z7X9A48j02xlaR4jqJFyY,Geometry,d48271bd-752f-4f68-85f5-319bdf0f1c46,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 122586 mm          N 288240 mm          EL+ 2028 mm,122.586,288.24,2.028,"Vx(3,4,1)"
3_q9JQ6e12rxVO8Yc_rQ7D,Insulation Volume,ccc31b44-02aa-4f69-877f-96d861e9601d,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 122586 mm          N 288240 mm          EL+ 2028 mm,122.586,288.24,2.028,"Vx(3,4,1)"
0_vBvH5HjAkBWIdFgwXh70,Pipe,9fcfd6ad-22ff-429a-b651-820245d79eae,"Pipe stock, 400 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 122586 mm          N 288694 mm          EL+ 1550 mm,122.586,288.694,1.55,"Vx(3,4,1)"
03zr0xAK16ePMsJiRtJR34,Pipe,a2d5f098-bfe1-4b88-8c75-e0dd0beef202,"Pipe stock, 25 mm, PE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 122129 mm          N 292448 mm            EL- 55 mm,122.129,292.448,-0.055,"Vx(3,4,1)"
3hYvqGi_jBYftNupcM1g8i,101-MV-9203,512aba15-21fe-4865-9b85-de4305db903b,SEE INSTRUMENT SUMMARY,E 126258 mm          N 293051 mm          EL+ 1164 mm,126.258,293.051,1.164,"Vx(3,5,1)"
1sCQkhbcv9zP8Dv2bE6oYD,Geometry,33373f7d-8035-4518-8cd9-d4d3fe073314,"Gate valve, 1 in, SWE/FTE, Class 800, API trim No. 12, , , API 602, ASTM A350-LF2",E 126258 mm          N 293051 mm          EL+ 1197 mm,126.258,293.051,1.197,"Vx(3,5,1)"
31AZ$rTp55pvVN8FZ0vY_$,Operation Volume,47e75a34-4128-4d1f-afda-267dabad7062,"Gate valve, 1 in, SWE/FTE, Class 800, API trim No. 12, , , API 602, ASTM A350-LF2",E 126258 mm          N 293051 mm          EL+ 1197 mm,126.258,293.051,1.197,"Vx(3,5,1)"
1t8iUBmEz2ZhRI5DAV2Z7m,90 Degree Direction Change-104289,6ccdffdb-3d35-4b5a-85c7-181220ea53cc,"90o elbow, 25 mm, SWE, Class 3000, ASME-B16.11, ASTM A350-LF2",E 126258 mm          N 293051 mm          EL+ 1478 mm,126.258,293.051,1.478,"Vx(3,5,1)"
3xoWEsuv57pPcKlbmF1No6,90 Degree Direction Change-104991,fab589dc-d598-49af-a84e-8e787b89aa6a,"90o elbow, 25 mm, SWE, Class 3000, ASME-B16.11, ASTM A350-LF2",E 125971 mm          N 292448 mm            EL- 55 mm,125.971,292.448,-0.055,"Vx(3,4,1)"
2_AY0bHJf4Qxz0TirP7iyV,90 Degree Direction Change-104992,a736964e-4c3a-4661-ad27-3d7d5f0800dd,"90o elbow, 25 mm, SWE, Class 3000, ASME-B16.11, ASTM A350-LF2",E 125971 mm          N 293051 mm            EL- 55 mm,125.971,293.051,-0.055,"Vx(3,5,1)"
0efu0oavj5Hf_BVoAqSoS2,90 Degree Direction Change-104993,c7c948b4-2667-4f19-9f35-e04d58c348e5,"90o elbow, 25 mm, SWE, Class 3000, ASME-B16.11, ASTM A350-LF2",E 125971 mm          N 293051 mm          EL+ 1478 mm,125.971,293.051,1.478,"Vx(3,5,1)"
2DXZVfg910tBy04rN3jN5h,Pipe,14f2eaf4-7ba2-430d-8c58-c2b54b6d8ea0,"Pipe stock, 25 mm, PE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 125971 mm          N 293051 mm           EL+ 712 mm,125.971,293.051,0.712,"Vx(3,5,1)"
2slXawr7z6xATSMaDm1sWz,Pipe,c3965ef0-8c43-4cea-8347-06e4c124d00d,"Pipe stock, 25 mm, PE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 125971 mm          N 292749 mm            EL- 55 mm,125.971,292.749,-0.055,"Vx(3,5,1)"
